no;age;education;married;nodegree;re74;re75;re78;Ins;race;treat;treat_multi
1308;26;16;0;0;24490.835;27750;9605.2227;1;white;0;3
1309;43;12;1;0;24490.835;29355.919;35465.438;1;black;0;2
1310;43;13;1;0;24490.835;34016.129;39898.618;0;black;0;3
1311;48;16;1;0;24663.251;18082.258;25121.352;1;white;0;3
1312;45;12;1;0;24686.762;15217.742;27929.032;0;white;0;2
1313;27;12;1;0;24686.762;22558.065;22609.217;1;black;0;2
1314;44;17;1;0;24686.762;23274.194;23348.08;0;white;0;3
1315;26;16;1;0;24686.762;25422.581;29554.531;1;white;0;3
1316;54;16;1;0;24686.762;26854.839;26451.306;1;white;0;3
1317;54;16;1;0;24686.762;26854.839;26451.306;1;white;0;3
1318;54;16;1;0;24686.762;26854.839;26451.306;0;white;0;3
1319;29;12;1;0;24686.762;27750;24382.488;1;white;0;3
1320;22;12;1;0;24765.132;21594.871;34320.2;1;white;0;3
1321;39;17;1;0;24823.91;25064.516;27061.607;1;white;0;3
1322;35;16;1;0;24882.688;24527.419;36943.164;1;white;0;2
1323;44;12;1;0;24882.688;27929.032;25121.352;0;white;0;3
1324;32;16;1;0;24980.652;25064.516;26599.078;1;white;0;3
1325;27;17;1;0;25078.615;19693.548;24530.261;1;white;0;3
1326;27;17;1;0;25078.615;19693.548;24530.261;1;white;0;3
1327;26;12;1;0;25078.615;23274.194;26599.078;1;white;0;3
1328;46;12;1;0;25078.615;24169.355;26780.839;0;white;0;3
1329;25;16;0;0;25078.615;25601.613;30145.622;0;white;0;3
1330;35;12;1;0;25078.615;26854.839;29554.531;1;white;0;3
1331;33;16;1;0;25078.615;26854.839;24448.986;1;white;0;3
1332;26;16;1;0;25078.615;30793.548;36943.164;1;white;0;3
1333;26;12;1;0;25088.411;23274.194;29554.531;1;black;0;2
1334;20;12;1;0;25294.134;18798.387;25121.352;1;white;0;3
1335;49;12;1;0;25470.468;17953.355;20244.854;0;white;0;2
1336;25;13;1;0;25470.468;18798.387;23643.625;1;white;0;3
1337;28;12;0;0;25470.468;19693.548;26599.078;1;black;0;3
1338;28;13;1;0;25470.468;19693.548;26599.078;1;white;0;3
1339;35;12;1;0;25470.468;21483.871;26599.078;1;black;0;3
1340;27;12;0;0;25470.468;21483.871;25121.352;1;white;0;3
1341;44;12;1;0;25470.468;21483.871;25634.123;0;white;0;3
1342;23;12;1;0;25470.468;21483.871;32509.985;0;hispanic;0;3
1343;32;12;1;0;25470.468;22379.032;31771.121;1;black;0;2
1344;24;12;1;0;25470.468;22737.097;25121.352;1;white;0;3
1345;27;12;1;0;25470.468;23095.161;31032.258;1;white;0;3
1346;46;12;1;0;25470.468;23274.194;29554.531;1;white;0;3
1347;31;12;1;0;25470.468;23274.194;22165.899;1;white;0;3
1348;27;15;0;0;25470.468;24169.355;29554.531;1;black;0;3
1349;51;16;0;0;25470.468;24169.355;12708.449;1;white;0;3
1350;43;12;1;0;25470.468;25064.516;25121.352;1;black;0;2
1351;32;16;1;0;25470.468;25422.581;30145.622;1;black;0;3
1352;37;12;0;0;25470.468;25780.645;22461.444;1;white;0;3
1353;37;12;0;0;25470.468;25780.645;22461.444;1;white;0;3
1354;30;12;1;0;25470.468;25959.677;28076.805;1;white;0;3
1355;45;12;1;0;25470.468;26695.5;27898;0;black;0;3
1356;45;12;1;0;25470.468;26695.5;27898;1;black;0;2
1357;49;17;1;0;25470.468;26854.839;29554.531;0;white;0;3
1358;49;17;1;0;25470.468;26854.839;29554.531;1;white;0;3
1359;26;17;1;0;25470.468;26854.839;44331.797;1;white;0;3
1360;37;13;1;0;25470.468;30435.484;32509.985;1;white;0;2
1361;44;17;1;0;25470.468;30435.484;21427.035;1;white;0;3
1362;30;17;1;0;25470.468;31330.645;38420.891;1;white;0;3
1363;51;12;1;0;25470.468;32225.806;29554.531;1;white;0;3
1364;28;17;1;0;25607.617;18091.21;22165.899;1;white;0;3
1365;29;16;1;0;25666.395;28287.097;35465.438;1;white;0;3
1366;40;12;1;0;25707.54;20409.677;23052.535;1;white;0;3
1367;34;16;1;0;25862.322;0;0;1;white;0;3
1368;51;12;1;0;25862.322;20588.71;24825.806;1;white;0;2
1369;26;16;1;0;25862.322;22379.032;35465.438;1;white;0;3
1370;46;12;1;0;25862.322;23274.194;35465.438;1;white;0;3
1371;45;14;1;0;25862.322;28645.161;26599.078;1;white;0;3
1372;49;12;1;0;25862.322;28645.161;26599.078;1;white;0;3
1373;26;16;0;0;25862.322;31790.758;15646.169;1;white;0;3
1374;30;16;1;0;26058.248;28645.161;29258.986;1;white;0;3
1375;50;12;1;0;26254.175;0;0;0;white;0;2
1376;25;12;0;0;26254.175;21483.871;26599.078;1;white;0;3
1377;27;17;0;0;26254.175;29540.323;31032.258;1;white;0;3
1378;46;16;1;0;26293.36;65160.581;17732.719;0;white;0;3
1379;46;16;1;0;26293.36;65160.581;17732.719;1;white;0;3
1380;43;12;1;0;26450.102;14322.581;29554.531;1;black;0;3
1381;27;12;1;0;26450.102;18798.387;31032.258;1;black;0;3
1382;22;12;0;0;26450.102;23274.194;19210.445;1;white;0;3
1383;55;12;1;0;26450.102;23990.323;29554.531;0;white;0;3
1384;53;12;1;0;26450.102;25064.516;26007.988;0;white;0;3
1385;44;12;1;0;26450.102;25959.677;26746.851;0;white;0;3
1386;47;13;1;0;26450.102;25959.677;26625.677;1;white;0;3
1387;46;14;1;0;26450.102;26496.774;29554.531;0;white;0;3
1388;25;12;1;0;26450.102;26836.935;35465.438;0;white;0;3
1389;31;15;0;0;26450.102;26854.839;25860.215;1;black;0;3
1390;28;16;1;0;26450.102;26854.839;29554.531;1;white;0;3
1391;40;16;1;0;26450.102;26854.839;32421.321;0;white;0;3
1392;40;16;1;0;26450.102;26854.839;32421.321;1;white;0;3
1393;28;12;1;0;26450.102;26858.419;29480.645;0;white;0;3
1394;29;15;1;0;26450.102;27250.5;28815.668;0;white;0;3
1395;42;16;1;0;26450.102;27499.355;29554.531;1;white;0;3
1396;30;15;1;0;26450.102;27570.968;29554.531;1;white;0;3
1397;39;12;1;0;26450.102;27750;6354.2243;1;white;0;3
1398;30;16;1;0;26450.102;28197.581;29554.531;1;white;0;3
1399;50;12;1;0;26450.102;30077.419;26599.078;1;white;0;3
1400;29;17;0;0;26614.68;28503.726;29315.14;1;white;0;3
1401;29;15;1;0;26646.029;19693.548;32509.985;1;white;0;2
1402;27;12;1;0;26646.029;29540.323;35465.438;1;white;0;3
1403;31;12;1;0;26841.955;6982.2581;17732.719;0;hispanic;0;2
1404;31;12;1;0;26841.955;6982.2581;17732.719;0;hispanic;0;3
1405;29;12;1;0;26841.955;20588.71;42854.071;1;white;0;3
1406;27;16;1;0;26841.955;22200;19210.445;1;white;0;3
1407;26;17;0;0;26841.955;25243.548;20392.627;1;black;0;3
1408;42;17;1;0;26841.955;31330.645;36943.164;0;white;0;3
1409;24;12;1;0;26841.955;31688.71;33839.939;1;black;0;3
1410;48;12;1;0;26908.57;22558.065;36943.164;1;black;0;2
1411;25;13;1;0;26996.737;28197.581;22165.899;1;white;0;3
1412;21;12;1;0;27037.882;16560.484;20688.172;1;black;0;3
1413;48;12;1;0;27037.882;25064.516;23643.625;1;white;0;2
1414;50;12;1;0;27037.882;26854.839;27337.942;0;white;0;3
1415;28;17;1;0;27037.882;27750;51720.43;1;white;0;3
1416;29;17;0;0;27037.882;29182.258;26599.078;1;white;0;3
1417;33;17;1;0;27037.882;31867.742;28815.668;1;white;0;3
1418;52;12;1;0;27220.094;24706.452;32509.985;0;white;0;3
1419;22;12;1;0;27233.809;14322.581;32509.985;1;white;0;3
1420;43;12;1;0;27233.809;25064.516;29554.531;0;white;0;3
1421;34;13;1;0;27233.809;25064.516;31032.258;1;white;0;3
1422;46;12;1;0;27233.809;28645.161;28076.805;1;white;0;3
1423;31;17;1;0;27429.735;0;0;1;white;0;3
1424;28;13;1;0;27429.735;20588.71;23578.605;1;white;0;3
1425;44;12;1;0;27429.735;21483.871;22609.217;1;black;0;2
1426;25;12;1;0;27429.735;21483.871;28520.123;1;white;0;3
1427;29;14;1;0;27429.735;22099.742;29644.673;1;white;0;3
1428;24;16;0;0;27429.735;22200;25712.442;1;white;0;3
1429;31;12;1;0;27429.735;22379.032;0;1;white;0;3
1430;40;12;1;0;27429.735;23274.194;38420.891;1;black;0;3
1431;30;17;1;0;27429.735;25064.516;20688.172;1;white;0;3
1432;26;16;1;0;27429.735;25064.516;32509.985;1;black;0;3
1433;32;12;1;0;27429.735;25064.516;16254.992;0;white;0;3
1434;26;15;1;0;27429.735;25064.516;28815.668;0;white;0;3
1435;28;16;1;0;27429.735;25064.516;31032.258;1;white;0;3
1436;54;13;1;0;27429.735;25422.581;24382.488;1;white;0;3
1437;30;14;1;0;27429.735;25780.645;31032.258;1;white;0;3
1438;33;14;1;0;27429.735;25959.677;24382.488;1;white;0;3
1439;33;12;1;0;27429.735;25959.677;27846.28;1;white;0;3
1440;26;12;1;0;27429.735;26496.774;32509.985;1;white;0;3
1441;44;13;1;0;27429.735;26774.274;35465.438;0;white;0;3
1442;49;12;1;0;27429.735;26854.839;26599.078;0;white;0;2
1443;55;17;1;0;27429.735;26854.839;17806.605;1;black;0;3
1444;28;12;1;0;27429.735;26854.839;22165.899;1;white;0;3
1445;45;12;1;0;27429.735;26854.839;25121.352;1;white;0;3
1446;30;14;1;0;27429.735;26892.435;20688.172;1;black;0;3
1447;40;12;1;0;27429.735;27008.806;25440.541;0;white;0;3
1448;27;17;1;0;27429.735;27750;26599.078;1;white;0;3
1449;51;16;1;0;27429.735;28645.161;28076.805;1;white;0;2
1450;51;16;1;0;27429.735;28645.161;28076.805;0;white;0;3
1451;43;12;1;0;27429.735;28645.161;25121.352;0;white;0;3
1452;37;12;1;0;27429.735;28645.161;0;1;white;0;3
1453;37;12;1;0;27429.735;28645.161;0;1;white;0;3
1454;38;14;1;0;27429.735;29046.194;27929.032;1;white;0;3
1455;36;16;0;0;27429.735;30256.452;30736.713;1;white;0;3
1456;27;13;1;0;27429.735;30435.484;24973.579;1;black;0;3
1457;21;12;1;0;27429.735;30435.484;31978.003;1;white;0;3
1458;25;14;0;0;27429.735;32225.806;31032.258;1;white;0;3
1459;33;13;1;0;27429.735;41177.419;38420.891;1;white;0;3
1460;38;14;1;0;27429.735;68032.258;26599.078;1;white;0;3
1461;32;16;1;0;27625.662;29540.323;33987.711;1;white;0;3
1462;27;12;0;0;27821.589;27212.903;32509.985;1;white;0;3
1463;24;17;0;0;27821.589;27570.968;32509.985;1;white;0;3
1464;43;12;1;0;27821.589;28645.161;32509.985;1;white;0;3
1465;26;17;1;0;27843.141;28645.161;49651.613;1;white;0;3
1466;33;12;1;0;28017.515;25422.581;22756.989;1;white;0;3
1467;34;14;1;0;28017.515;26854.839;36943.164;1;white;0;3
1468;28;12;1;0;28017.515;29540.323;32509.985;1;white;0;3
1469;41;12;1;0;28017.515;30435.484;32509.985;0;white;0;3
1470;25;12;1;0;28017.515;31062.097;28076.805;1;white;0;3
1471;28;17;1;0;28017.515;31151.613;31032.258;1;white;0;3
1472;26;13;1;0;28105.682;37596.774;58653.923;1;black;0;3
1473;28;17;1;0;28213.442;25422.581;26451.306;1;white;0;3
1474;53;12;1;0;28213.442;26854.839;0;0;white;0;3
1475;55;12;1;0;28213.442;33206.903;31771.121;0;white;0;2
1476;29;14;1;0;28409.369;21125.806;23348.08;1;white;0;2
1477;39;14;1;0;28409.369;28645.161;31032.258;1;white;0;3
1478;31;16;1;0;28409.369;28915.5;32509.985;1;white;0;3
1479;25;16;1;0;28409.369;29540.323;32509.985;1;white;0;3
1480;25;14;1;0;28409.369;30435.484;10935.177;1;white;0;3
1481;29;16;1;0;28409.369;32225.806;42854.071;1;white;0;3
1482;29;16;1;0;28409.369;32225.806;29554.531;1;black;0;3
1483;27;14;1;0;28409.369;32225.806;39898.618;1;white;0;3
1484;34;16;1;0;28409.369;32583.871;35465.438;1;white;0;3
1485;45;12;1;0;28589.621;28263.823;29258.986;1;white;0;3
1486;28;12;1;0;28605.295;20588.71;34135.484;1;white;0;3
1487;43;16;1;0;28801.222;27929.032;26953.733;1;white;0;2
1488;54;12;1;0;28889.389;35806.452;31032.258;0;white;0;2
1489;29;16;1;0;28899.185;29540.323;0;1;white;0;3
1490;55;12;1;0;29100.99;26409.048;29369.816;1;white;0;2
1491;55;12;1;0;29100.99;26409.048;29369.816;1;white;0;2
1492;29;12;0;0;29193.075;15396.774;31032.258;1;black;0;2
1493;50;12;1;0;29193.075;17903.226;25121.352;0;black;0;2
1494;24;12;1;0;29193.075;21304.839;19242.955;1;white;0;3
1495;26;12;1;0;29330.224;28287.097;38420.891;1;white;0;3
1496;41;13;0;0;29389.002;0;30293.395;0;white;0;2
1497;47;17;1;0;29389.002;20230.645;42410.753;1;white;0;3
1498;28;17;1;0;29389.002;21483.871;19210.445;1;white;0;3
1499;42;12;1;0;29389.002;22379.032;28490.568;0;white;0;2
1500;37;12;1;0;29389.002;22379.032;19210.445;1;black;0;2
1501;37;12;1;0;29389.002;22379.032;19210.445;1;black;0;3
1502;48;16;1;0;29389.002;23274.194;0;1;white;0;2
1503;21;12;1;0;29389.002;24169.355;28815.668;1;white;0;3
1504;46;12;1;0;29389.002;24214.113;33987.711;1;white;0;3
1505;29;12;1;0;29389.002;25959.677;35465.438;1;white;0;3
1506;38;12;1;0;29389.002;26496.774;30191.432;1;white;0;3
1507;28;12;1;0;29389.002;26854.839;35465.438;1;white;0;3
1508;38;12;1;0;29389.002;26854.839;31032.258;1;white;0;3
1509;53;12;1;0;29389.002;26854.839;26599.078;0;white;0;2
1510;46;12;1;0;29389.002;27033.871;27781.26;1;white;0;2
1511;46;12;1;0;29389.002;27033.871;27781.26;0;white;0;2
1512;33;16;1;0;29389.002;27750;96052.227;1;white;0;3
1513;34;12;1;0;29389.002;27912.919;11821.813;1;white;0;3
1514;35;17;1;0;29389.002;28645.161;28076.805;1;white;0;3
1515;53;12;1;0;29389.002;28645.161;29554.531;1;white;0;3
1516;26;12;1;0;29389.002;28645.161;33987.711;1;white;0;3
1517;26;16;1;0;29389.002;28645.161;35022.12;1;white;0;3
1518;50;13;1;0;29389.002;29540.323;28076.805;0;white;0;3
1519;46;12;1;0;29389.002;30435.484;22165.899;0;black;0;2
1520;43;14;0;0;29389.002;30435.484;29554.531;0;white;0;3
1521;26;14;0;0;29389.002;30435.484;29554.531;1;white;0;3
1522;33;17;1;0;29389.002;30435.484;31032.258;1;white;0;3
1523;33;17;1;0;29389.002;30435.484;19210.445;1;white;0;3
1524;42;12;1;0;29389.002;30437.274;26007.988;0;white;0;3
1525;34;12;1;0;29389.002;30793.548;31180.031;1;white;0;3
1526;34;12;1;0;29389.002;30793.548;31180.031;0;white;0;3
1527;34;17;1;0;29389.002;31330.645;25712.442;1;white;0;3
1528;37;17;1;0;29389.002;31330.645;33987.711;1;white;0;3
1529;34;17;1;0;29389.002;32225.806;32672.535;1;white;0;3
1530;37;12;1;0;29389.002;32225.806;44331.797;1;black;0;2
1531;26;17;1;0;29389.002;32225.806;35465.438;1;white;0;3
1532;36;17;1;0;29389.002;34911.29;32509.985;1;white;0;3
1533;28;14;0;0;29389.002;35448.387;33987.711;1;white;0;3
1534;31;12;1;0;29389.002;35806.452;39159.754;1;white;0;3
1535;25;14;1;0;29389.002;35806.452;33839.939;1;white;0;3
1536;31;14;1;0;29389.002;35806.452;56153.61;1;white;0;3
1537;28;12;1;0;29389.002;41177.419;47287.25;1;white;0;3
1538;34;12;1;0;29389.002;42967.742;31032.258;1;white;0;3
1539;47;14;1;0;29390.961;27750;36647.619;1;black;0;2
1540;35;12;1;0;29422.31;28645.161;29554.531;1;white;0;2
1541;35;15;1;0;29477.169;34098.484;19062.673;1;black;0;3
1542;35;15;1;0;29477.169;34098.484;19062.673;1;black;0;2
1543;31;12;1;0;29584.929;26854.839;29554.531;1;white;0;3
1544;24;12;1;0;29780.855;30883.065;32509.985;1;white;0;3
1545;28;12;1;0;29976.782;0;0;1;white;0;2
1546;27;16;1;0;29976.782;30793.548;51720.43;1;white;0;3
1547;47;12;1;0;30074.745;33312.532;15072.811;0;white;0;3
1548;47;12;1;0;30074.745;33312.532;15072.811;0;white;0;2
1549;37;14;1;0;30108.053;26854.839;26554.747;0;hispanic;0;3
1550;22;14;1;0;30368.635;20588.71;27485.714;1;white;0;3
1551;47;12;1;0;30368.635;23274.194;25860.215;1;white;0;3
1552;32;14;1;0;30368.635;24169.355;22165.899;1;white;0;3
1553;29;15;0;0;30368.635;28645.161;44331.797;1;white;0;3
1554;27;16;0;0;30368.635;31330.645;36943.164;1;white;0;3
1555;37;14;1;0;30368.635;44758.065;81274.962;1;white;0;3
1556;37;14;1;0;30368.635;44758.065;81274.962;1;white;0;3
1557;43;12;1;0;30564.562;23811.29;31032.258;1;white;0;3
1558;43;12;1;0;30564.562;23811.29;31032.258;0;white;0;3
1559;34;12;1;0;30564.562;24885.484;24678.034;0;white;0;3
1560;30;12;1;0;30564.562;26854.839;14777.266;1;white;0;3
1561;39;16;0;0;30564.562;28645.161;33987.711;0;white;0;3
1562;35;16;1;0;30564.562;29540.323;37120.492;1;white;0;3
1563;28;12;1;0;30564.562;32941.935;36204.301;1;white;0;2
1564;32;12;1;0;30564.562;35806.452;23052.535;0;white;0;3
1565;26;12;1;0;30564.562;39387.097;39898.618;1;white;0;3
1566;30;12;1;0;30758.53;35448.387;48247.773;0;black;0;3
1567;27;12;1;0;30760.489;25064.516;31908.55;1;white;0;3
1568;27;16;1;0;30760.489;26317.742;25860.215;1;white;0;3
1569;28;12;1;0;30760.489;28824.194;39898.618;1;white;0;3
1570;39;12;1;0;30760.489;32583.871;34726.575;1;white;0;3
1571;28;15;1;0;30768.326;33486.194;30828.332;1;black;0;3
1572;48;12;1;0;30860.411;29269.984;34753.174;1;white;0;3
1573;48;14;1;0;30895.678;34732.258;32509.985;1;white;0;3
1574;37;17;1;0;30956.415;30435.484;27939.376;1;white;0;3
1575;49;17;1;0;30956.415;31867.742;35465.438;0;white;0;3
1576;25;15;1;0;30956.415;41177.419;35465.438;1;white;0;3
1577;27;15;1;0;31152.342;34016.129;43001.843;1;white;0;3
1578;51;17;1;0;31348.269;0;88663.594;0;hispanic;0;2
1579;24;15;1;0;31348.269;26854.839;26599.078;1;white;0;3
1580;31;17;1;0;31348.269;26854.839;32509.985;0;white;0;3
1581;45;12;1;0;31348.269;27391.935;25564.67;1;white;0;3
1582;45;12;1;0;31348.269;27391.935;25564.67;1;white;0;3
1583;39;14;1;0;31348.269;27750;47287.25;0;white;0;3
1584;39;14;1;0;31348.269;27750;47287.25;1;white;0;3
1585;25;17;1;0;31348.269;28249.5;35561.49;1;white;0;3
1586;53;17;1;0;31348.269;28645.161;27929.032;1;white;0;3
1587;26;16;1;0;31348.269;28645.161;35465.438;1;white;0;3
1588;31;12;1;0;31348.269;28645.161;27337.942;1;white;0;3
1589;32;17;1;0;31348.269;28645.161;28076.805;1;white;0;3
1590;48;17;1;0;31348.269;29540.323;32951.825;1;white;0;3
1591;47;17;0;0;31348.269;29540.323;29258.986;0;white;0;3
1592;44;16;1;0;31348.269;30435.484;19210.445;0;white;0;3
1593;41;16;1;0;31348.269;30435.484;20688.172;0;white;0;3
1594;44;16;1;0;31348.269;30435.484;33987.711;0;white;0;3
1595;52;17;1;0;31348.269;31293.048;32509.985;1;white;0;3
1596;40;12;1;0;31348.269;31330.645;27633.487;0;white;0;3
1597;52;12;0;0;31348.269;32225.806;32509.985;1;white;0;3
1598;53;16;1;0;31348.269;32225.806;32509.985;1;white;0;2
1599;42;16;1;0;31348.269;32225.806;32214.439;1;white;0;3
1600;39;14;1;0;31348.269;32569.548;31020.436;1;white;0;3
1601;42;17;1;0;31348.269;32762.903;39159.754;1;white;0;3
1602;31;14;1;0;31348.269;34016.129;38986.86;1;white;0;3
1603;47;14;1;0;31348.269;34016.129;25150.906;0;white;0;3
1604;51;16;1;0;31348.269;35448.387;44331.797;1;white;0;3
1605;44;13;1;0;31348.269;35806.452;36943.164;1;white;0;3
1606;35;14;1;0;31348.269;36630;42854.071;1;white;0;3
1607;44;16;1;0;31644.118;30621.677;23495.853;1;black;0;3
1608;46;12;1;0;31740.122;25780.645;17437.174;0;white;0;3
1609;32;14;1;0;31818.493;31330.645;70930.876;1;white;0;3
1610;29;16;1;0;31936.049;26640;24825.806;1;white;0;3
1611;38;17;0;0;31936.049;33300;33805.951;0;white;0;3
1612;26;14;1;0;32131.976;29898.387;28032.473;1;white;0;3
1613;43;16;1;0;32131.976;31330.645;33987.711;1;white;0;3
1614;45;16;0;0;32131.976;31330.645;31401.69;1;white;0;3
1615;34;17;0;0;32131.976;44758.065;9161.9048;1;white;0;3
1616;49;14;1;0;32327.902;14322.581;24530.261;1;white;0;3
1617;27;17;1;0;32327.902;25064.516;36943.164;1;white;0;3
1618;26;16;1;0;32327.902;27750;32509.985;1;white;0;3
1619;41;16;1;0;32327.902;31330.645;0;0;white;0;2
1620;43;14;1;0;32327.902;31420.161;31032.258;1;white;0;3
1621;28;13;1;0;32327.902;31688.71;40637.481;1;white;0;3
1622;28;12;1;0;32327.902;32225.806;39898.618;1;black;0;3
1623;27;16;1;0;32327.902;32225.806;39159.754;1;white;0;3
1624;32;12;1;0;32327.902;32225.806;32509.985;1;white;0;3
1625;31;12;1;0;32327.902;32225.806;32509.985;1;white;0;3
1626;38;17;0;0;32327.902;32225.806;43297.389;1;white;0;3
1627;43;12;0;0;32327.902;33479.032;33987.711;0;white;0;3
1628;34;17;1;0;32327.902;34016.129;33987.711;1;white;0;3
1629;22;14;1;0;32327.902;41177.419;32509.985;1;white;0;3
1630;50;14;1;0;32602.2;27889.645;27314.298;1;white;0;3
1631;44;14;1;0;32719.756;29540.323;26952.255;1;white;0;3
1632;53;12;1;0;32868.66;31509.677;18914.9;0;white;0;2
1633;47;12;1;0;32915.682;27750;18914.9;1;white;0;2
1634;47;12;1;0;32915.682;27750;18914.9;0;white;0;3
1635;41;16;1;0;33307.536;23274.194;22165.899;1;black;0;2
1636;41;16;1;0;33307.536;23274.194;22165.899;1;black;0;2
1637;41;16;1;0;33307.536;23274.194;22165.899;1;black;0;3
1638;48;16;1;0;33307.536;26058.145;31918.894;1;white;0;3
1639;48;16;1;0;33307.536;26058.145;31918.894;0;white;0;3
1640;36;13;1;0;33307.536;28645.161;28372.35;1;white;0;3
1641;49;12;1;0;33307.536;28645.161;32580.916;1;white;0;3
1642;33;17;1;0;33307.536;29540.323;17732.719;1;black;0;3
1643;49;14;1;0;33307.536;30435.484;29554.531;1;white;0;3
1644;36;12;1;0;33307.536;30435.484;31032.258;1;white;0;3
1645;50;17;1;0;33307.536;30435.484;25860.215;1;white;0;3
1646;36;12;1;0;33307.536;30435.484;41376.344;1;white;0;3
1647;27;16;1;0;33307.536;30435.484;0;1;white;0;3
1648;52;16;1;0;33307.536;30793.548;28815.668;0;white;0;3
1649;38;12;1;0;33307.536;31330.645;31771.121;1;white;0;3
1650;25;14;1;0;33307.536;31330.645;35760.983;1;white;0;3
1651;33;17;1;0;33307.536;31867.742;35465.438;1;white;0;3
1652;30;12;1;0;33307.536;32046.774;37682.028;1;white;0;3
1653;53;12;1;0;33307.536;32225.806;33544.393;1;white;0;3
1654;34;12;1;0;33307.536;32583.871;31032.258;0;white;0;3
1655;36;12;1;0;33307.536;33120.968;33987.711;1;white;0;3
1656;42;13;1;0;33307.536;33120.968;44331.797;1;white;0;3
1657;34;12;1;0;33307.536;34016.129;32509.985;1;white;0;3
1658;29;17;1;0;33307.536;34016.129;26980.332;1;white;0;3
1659;52;12;1;0;33307.536;34171.887;28667.896;1;white;0;3
1660;42;14;1;0;33307.536;37596.774;48764.977;1;white;0;3
1661;53;15;1;0;33307.536;37596.774;38420.891;0;white;0;3
1662;32;13;1;0;33307.536;37596.774;46891.22;1;black;0;3
1663;39;12;1;0;33307.536;39387.097;28076.805;1;white;0;3
1664;28;16;1;0;33307.536;39387.097;34726.575;1;white;0;3
1665;28;12;1;0;33503.462;26854.839;25121.352;1;black;0;3
1666;26;14;1;0;33503.462;36032.032;34559.591;1;white;0;3
1667;25;14;1;0;33699.389;17724.194;25121.352;1;black;0;3
1668;52;12;1;0;33895.316;47622.581;39011.982;1;white;0;3
1669;35;16;1;0;34091.242;26854.839;31032.258;1;white;0;3
1670;44;12;1;0;34091.242;32046.774;35465.438;1;white;0;3
1671;33;15;1;0;34091.242;34016.129;33248.848;1;white;0;3
1672;29;12;1;0;34287.169;26541.532;39159.754;1;hispanic;0;3
1673;53;16;1;0;34287.169;28645.161;22165.899;1;white;0;3
1674;26;16;1;0;34287.169;32225.806;36943.164;1;white;0;3
1675;37;17;1;0;34287.169;35806.452;41376.344;1;white;0;3
1676;45;12;1;0;34287.169;35806.452;31032.258;0;white;0;3
1677;27;17;1;0;34287.169;37596.774;39307.527;1;white;0;3
1678;38;12;1;0;34483.096;23632.258;19210.445;1;black;0;3
1679;34;13;1;0;34483.096;31509.677;33396.621;1;white;0;3
1680;34;12;1;0;34731.923;30435.484;39898.618;1;white;0;3
1681;32;14;1;0;34874.949;35788.548;41376.344;1;white;0;3
1682;32;12;0;0;35070.876;32225.806;27337.942;1;white;0;3
1683;29;14;1;0;35266.802;16112.903;20688.172;1;white;0;3
1684;38;12;1;0;35266.802;25064.516;36943.164;1;black;0;3
1685;25;14;1;0;35266.802;25601.613;33101.075;1;black;0;3
1686;35;12;1;0;35266.802;26854.839;32509.985;1;white;0;3
1687;35;12;1;0;35266.802;26854.839;32509.985;0;white;0;3
1688;31;17;1;0;35266.802;31806.871;62064.516;1;white;0;3
1689;49;12;1;0;35266.802;32225.806;47287.25;0;white;0;3
1690;55;12;1;0;35266.802;32225.806;25860.215;0;white;0;3
1691;32;12;1;0;35266.802;32225.806;33987.711;1;white;0;3
1692;46;14;1;0;35266.802;33120.968;33987.711;1;white;0;3
1693;28;15;1;0;35266.802;34016.129;35465.438;1;white;0;3
1694;34;16;1;0;35266.802;34016.129;35465.438;1;white;0;3
1695;35;16;1;0;35266.802;34016.129;40489.708;0;white;0;3
1696;34;12;1;0;35266.802;35806.452;36943.164;1;white;0;3
1697;40;16;1;0;35266.802;35806.452;36943.164;1;white;0;3
1698;40;16;1;0;35266.802;35806.452;36943.164;1;white;0;3
1699;29;14;1;0;35266.802;37596.774;45809.524;1;white;0;3
1700;45;12;1;0;35266.802;38366.613;38420.891;0;white;0;3
1701;34;16;1;0;35266.802;39387.097;41671.889;1;white;0;3
1702;47;12;1;0;35266.802;40103.226;42262.98;1;white;0;3
1703;31;16;1;0;35266.802;41177.419;35465.438;1;white;0;3
1704;53;12;1;0;35266.802;42967.742;35465.438;1;black;0;3
1705;51;12;1;0;35266.802;44758.065;0;0;white;0;3
1706;40;16;1;0;35266.802;44758.065;56153.61;1;white;0;3
1707;27;12;1;0;35266.802;53888.71;14777.266;1;white;0;3
1708;33;16;1;0;35266.802;85935.484;96052.227;1;hispanic;0;3
1709;41;16;1;0;35582.244;34016.129;42854.071;0;white;0;3
1710;41;16;1;0;35582.244;34016.129;42854.071;1;white;0;3
1711;33;12;1;0;35658.656;34016.129;32509.985;0;white;0;3
1712;53;13;1;0;35658.656;35806.452;35465.438;1;white;0;3
1713;45;12;1;0;35756.619;31509.677;27377.84;0;white;0;3
1714;50;17;1;0;36050.509;37596.774;13299.539;0;white;0;3
1715;37;14;1;0;36197.454;29361.29;21870.353;1;white;0;3
1716;27;16;1;0;36246.436;0;0;1;white;0;3
1717;27;16;1;0;36246.436;28192.21;40903.472;1;white;0;3
1718;48;12;1;0;36246.436;31330.645;32509.985;1;white;0;3
1719;47;12;1;0;36246.436;31796.129;42854.071;1;white;0;3
